Establishment_PredictedPowerScore,Establishment_ID,Establishment_Rank,Establishment_Street,Establishment_Name
99.2126605367,98058,2192,S HURSTBOURNE PKWY,MORNING POINTE OF LOUISVILLE
99.2126605367,98108,2193,FRANKFORT AVE,AT THE ITALIAN TABLE
99.2126605367,98218,2194,N HUBBARDS LN #160,PINOT'S PALETTE
99.2126605367,98269,2195,OUTER LOOP,FIVE GUYS AT OUTER LOOP
99.2126605367,98329,2196,SHELBYVILLE RD,HIGHLANDS LATIN SCHOOL
99.2126605367,98367,2197,OUTER LOOP,SWEET SAVANNAHS
99.2126605367,98387,2198,RUCKRIEGEL PARKWAY SUITE 103,BRYANT'S CAKE & CANDY SUPPLIES
99.2126605367,98521,2199,SHELBYVILLE RD,PANDA EXPRESS #2515
99.2126605367,98566,2200,BARDSTOWN RD,GREAT FLOOD BREWING COMPANY
99.2126605367,98583,2201,S 4TH ST,JIM BEAM URBAN STILLHOUSE
99.2126605367,98592,2202,"STORY AVE, #128","DRINKS WELL SERVICES, LLC"
99.2126605367,98787,2203,PORTLAND AVE,TABLE
99.2126605367,98835,2204,SHELBYVILLE RD,POPPALOOZA
99.2126605367,99270,2205,E. MARKET ST.,PRESS ON MARKET
99.2126605367,99365,2206,TERMINAL DRIVE,KFC
99.2126605367,99410,2207,S. 10TH STREET,"INTOWN WINERY, LLC"
99.2126605367,99459,2208,DIXIE HWY.,STOMPING GROUNDS COFFEE CO.
99.2126605367,99555,2209,LEXINGTON ROAD,MEXA STEAK TACOS
99.2126605367,99740,2210,W. MARKET ST.,HOT BOX EATERY
99.2126605367,99742,2211,W MUHAMMAD ALI BLVD,KENTUCKY TACO COMPANY
99.2126605367,99762,2212,LANNAN PARK RD.,PORTLAND YOUTH LEAGUE CONCESSION
99.2126605367,99857,2213,BARDSTOWN RD.,WILD DOG ROSE
99.2126605367,99882,2214,PLANTSIDE DR.,RAWNAISSANCE RAW ORGANIC DESSERTS
99.2126605367,99885,2215,BARRET AVE.,GALLERY K
99.2126605367,100004,2216,S. HURSTBOURNE PKWY.,CHIPOTLE MEXICAN GRILL
99.2126605367,100012,2217,S. HURSTBOURNE PKWY.,SUSHI MARU
99.2126605367,100116,2218,DIXIE HWY.,O'S COOL ICE CREAM
99.2126605367,100133,2219,BANK ST.,CUP OF JOY
99.2126605367,100214,2220,PLANTSIDE DR.,WINNIE'S DECADENT DESSERTS COMMISSARY
99.2126605367,100235,2221,HIGHLAND AVE.,LOVAFARE
99.2126605367,100307,2222,PARK ROAD,PICNIC
99.2126605367,100317,2223,BRECKENRIDGE LN,MOD PIZZA
99.2126605367,100351,2224,TERMINAL DRIVE,STARBUCKS
99.2126605367,100447,2225,MAIN STREET,LOUVINO TWO
99.2126605367,100448,2226,CHAMBERLAIN LANE,GET JUICED
99.2126605367,100449,2227,SHELBYVILLE ROAD SUITE 104,FIVE GUYS AT MIDDLETOWN
99.2126605367,100713,2228,SHELBYVILLE ROAD,PEKING CITY BISTRO
99.2126605367,100731,2229,S. FLOYD STREET,PAPA JOHN'S
99.2126605367,100732,2230,S. FLOYD STREET,CHICK-FIL-A
99.2126605367,100743,2231,MALCOLM AVENUE,LANDMARK RECOVERY
99.2126605367,100782,2232,ALLIANT AVENUE,LA QUINTA INN & SUITES
99.2126605367,100786,2233,E. CALDWELL STREET,"LOAVES AND FISHES, INC."
99.2126605367,100977,2234,N. 26TH ST.,EM'S DELIGHTS
99.2126605367,101047,2235,SHELBYVILLE ROAD,O DEGREES
99.2126605367,101078,2236,FRANKFORT AVE,MANHATTAN PROJECT
99.2126605367,101145,2237,E MARKET ST,TASTE OF FINE WINES AND BOURBON
99.2126605367,101147,2238,SHELBYVILLE RD,RED BRICK PIZZA
99.2126605367,101152,2239,HOLIDAY MANOR COURT,ELI'S BBQ
99.2126605367,101212,2240,HOLIDAY MANOR CENTER,HAVANA RUMBA KIOSK @ HOLIDAY MANOR
99.2126605367,101214,2241,TOWNE CENTER DR,SUSHI MARU
99.2126605367,101259,2242,PLANTSIDE DR,PEACE AND VINEGAR
99.2126605367,101260,2243,TERMINAL DR,COMFY COW
99.2126605367,101299,2244,E MAIN ST,ANGEL'S ENVY
99.2126605367,101303,2245,SHELBYVILLE RD,LAS MARIA'S
99.2126605367,101306,2246,INDIAN LAKE DR,MARTIN'S BAR-B-QUE JOINT
99.2126605367,101385,2247,SHELBYVILLE RD,CAPTAIN D'S
99.2126605367,101399,2248,S 7TH ST,LA FLOR DE JALISCO
99.2126605367,101407,2249,BLANKENBAKER PKWY,SWORD AND THE SCONE
99.2126605367,101459,2250,NORTHWESTERN PKY,ANCHOR PARKWAY BAR & GRILL
99.2126605367,101539,2251,SHEBYVILLE RD,DOUBLE DOGS
99.2126605367,101593,2252,E. MAIN ST.,HI-FIVE DOUGHNUTS
99.2126605367,101594,2253,DUPONT CIRCLE,"GAN TORAH OF LOUISVILLE, INC."
99.2126605367,101651,2254,BLUEGRASS AVE,M&M BARBQ
99.2126605367,101652,2255,S. PRESTON ST,AU BON PAIN
99.2126605367,101661,2256,SHELBYVILLE RD,FIRE FRESH BBQ
99.2126605367,101702,2257,TERMINAL DR,STARBUCKS AIRSIDE
99.2126605367,101735,2258,BROWNSBORO ROAD,SUBWAY #11525
99.2126605367,101737,2259,W. MAIN STREET,KMAC CAFE
99.2126605367,101778,2260,OUTER LOOP,PENN STATION
99.2126605367,101829,2261,PRESTON HWY,SUBWAY #7327
99.2126605367,101835,2262,GRINSTEAD DRIVE,FANTE'S COFFEE
